112,2020-10-09 00:00:00,2021-01-05 00:00:00,89.00,Plate Foam Laminated 9in Blk,Claudetta,2,"",""
113,2021-07-17 00:00:00,2020-10-15 00:00:00,22.00,"Pepper - Red, Finger Hot",Artemis,1,"",""
114,2021-02-20 00:00:00,2021-07-03 00:00:00,47.00,Duck - Breast,Blithe,8,"",""
115,2021-08-17 00:00:00,2020-10-01 00:00:00,84.00,"Nut - Hazelnut, Ground, Natural",Brigit,6,"",""
116,2020-11-20 00:00:00,2021-06-14 00:00:00,29.00,Juice - Orange 1.89l,Rhody,4,"",""
117,2021-08-20 00:00:00,2021-03-18 00:00:00,90.00,Pepper - Gypsy Pepper,Murdock,1,"",""
118,2020-12-21 00:00:00,2021-02-02 00:00:00,74.00,Langers - Mango Nectar,Cecilius,6,"",""
119,2021-04-24 00:00:00,2021-07-17 00:00:00,5.00,"Wine - White, Ej",Merle,2,"",""
120,2021-03-20 00:00:00,2021-05-31 00:00:00,30.00,Lemonade - Pineapple Passion,Devi,4,"",""
121,2020-10-14 00:00:00,2020-11-04 00:00:00,50.00,Wine - Sawmill Creek Autumn,Koo,1,"",""
122,2021-07-07 00:00:00,2021-09-14 00:00:00,5.00,Steam Pan Full Lid,Horatia,5,"",""
123,2020-10-11 00:00:00,2020-12-14 00:00:00,93.00,"Pasta - Gnocchi, Potato",Dunc,1,"",""
124,2021-02-01 00:00:00,2021-06-28 00:00:00,1.00,Langers - Ruby Red Grapfruit,Clark,8,"",""
125,2021-09-06 00:00:00,2021-05-06 00:00:00,37.00,Lettuce - Escarole,Edgardo,6,"",""
126,2021-01-24 00:00:00,2021-02-04 00:00:00,19.00,Pepper - Green,Prisca,6,"",""
127,2021-07-16 00:00:00,2021-08-06 00:00:00,94.00,Butcher Twine 4r,Leonard,11,"",""
128,2020-12-22 00:00:00,2020-10-30 00:00:00,90.00,Pear - Halves,Inesita,4,"",""
129,2021-08-13 00:00:00,2021-08-19 00:00:00,40.00,Sprouts - Corn,Krissy,9,"",""
130,2021-07-02 00:00:00,2020-09-28 00:00:00,56.00,Beer - Labatt Blue,Jacklyn,10,"",""
131,2020-10-17 00:00:00,2020-12-25 00:00:00,56.00,"Wine - Red, Lurton Merlot De",Sorcha,10,"",""
132,2020-12-23 00:00:00,2020-10-27 00:00:00,45.00,Cheese - Brie,Annie,9,"",""
133,2020-12-22 00:00:00,2020-09-30 00:00:00,31.00,Wooden Mop Handle,Chandra,5,"",""
134,2020-12-18 00:00:00,2021-01-06 00:00:00,99.00,Scallop - St. Jaques,Meade,6,"",""
135,2021-05-30 00:00:00,2021-02-12 00:00:00,5.00,Sambuca - Opal Nera,Smitty,6,"",""
136,2021-03-22 00:00:00,2020-10-04 00:00:00,48.00,"Beef - Ground, Extra Lean, Fresh",Olwen,9,"",""
137,2020-10-30 00:00:00,2021-02-28 00:00:00,19.00,Spic And Span All Purpose,Bethanne,5,"",""
138,2021-09-02 00:00:00,2020-10-02 00:00:00,6.00,Shrimp - Black Tiger 16/20,Cazzie,8,"",""
139,2021-06-29 00:00:00,2021-03-02 00:00:00,74.00,Teriyaki Sauce,Job,5,"",""
140,2021-02-22 00:00:00,2020-10-26 00:00:00,68.00,Pie Shell - 5,Shepherd,8,"",""
141,2021-01-23 00:00:00,2021-01-01 00:00:00,37.00,Cheese - Swiss Sliced,Revkah,5,"",""
142,2020-10-02 00:00:00,2021-05-12 00:00:00,4.00,Shrimp - 150 - 250,Freemon,11,"",""
143,2021-04-18 00:00:00,2021-01-06 00:00:00,100.00,"Pasta - Orzo, Dry",Shela,5,"",""
144,2021-03-18 00:00:00,2020-11-03 00:00:00,97.00,"Oranges - Navel, 72",Felipa,3,"",""
145,2020-12-03 00:00:00,2021-01-01 00:00:00,4.00,Rice - Jasmine Sented,Ransell,11,"",""
146,2021-02-11 00:00:00,2021-05-11 00:00:00,97.00,Lettuce Romaine Chopped,Wilmer,1,"",""
147,2021-05-24 00:00:00,2020-11-16 00:00:00,38.00,Barramundi,Ardelle,5,"",""
148,2020-10-09 00:00:00,2021-02-17 00:00:00,46.00,Carrots - Jumbo,Bernarr,11,"",""
149,2021-02-03 00:00:00,2020-11-13 00:00:00,63.00,Lamb - Shoulder,Chandal,7,"",""
150,2020-12-26 00:00:00,2020-10-07 00:00:00,56.00,Soho Lychee Liqueur,Jenny,2,"",""
151,2021-07-01 00:00:00,2020-09-29 00:00:00,71.00,Beef Cheek Fresh,Joye,9,"",""
152,2021-03-02 00:00:00,2020-12-11 00:00:00,16.00,Tea - Vanilla Chai,Ardith,5,"",""
153,2021-05-09 00:00:00,2021-03-23 00:00:00,5.00,"Beans - Fava, Canned",Jyoti,11,"",""
154,2020-10-09 00:00:00,2021-07-30 00:00:00,14.00,Lid Tray - 16in Dome,Keslie,5,"",""
155,2021-06-19 00:00:00,2021-03-24 00:00:00,99.00,Wine - Chablis 2003 Champs,Livvy,2,"",""
156,2021-06-21 00:00:00,2021-03-08 00:00:00,3.00,Beets - Mini Golden,Christen,7,"",""
157,2020-10-19 00:00:00,2021-01-16 00:00:00,66.00,Appetizer - Chicken Satay,Thaddeus,5,"",""
158,2021-04-26 00:00:00,2021-06-21 00:00:00,53.00,Cabbage - Savoy,Christin,4,"",""
159,2021-05-24 00:00:00,2020-10-15 00:00:00,79.00,Dasheen,Sarita,6,"",""
160,2021-08-09 00:00:00,2021-09-01 00:00:00,42.00,"Tart Shells - Savory, 4",Kirstyn,6,"",""
161,2020-11-12 00:00:00,2020-10-09 00:00:00,47.00,Fond - Neutral,Candace,10,"",""
162,2021-08-17 00:00:00,2021-02-18 00:00:00,22.00,Wine - Jafflin Bourgongone,Joanie,9,"",""
163,2021-08-07 00:00:00,2020-12-31 00:00:00,93.00,Lettuce - Frisee,Marge,6,"",""
164,2020-11-21 00:00:00,2021-04-15 00:00:00,37.00,Liquid Aminios Acid - Braggs,Fax,11,"",""
165,2021-07-10 00:00:00,2021-02-23 00:00:00,94.00,Red Currant Jelly,Patrizio,5,"",""
166,2021-03-18 00:00:00,2020-10-22 00:00:00,88.00,Chicken Breast Wing On,Renee,3,"",""
167,2021-08-30 00:00:00,2020-12-22 00:00:00,79.00,Broom - Push,Doralia,8,"",""
168,2020-12-04 00:00:00,2021-05-30 00:00:00,42.00,"Tendrils - Baby Pea, Organic",Adele,11,"",""
169,2021-09-10 00:00:00,2020-11-30 00:00:00,85.00,"Soup - Knorr, Chicken Noodle",Juliette,6,"",""
170,2021-06-25 00:00:00,2021-05-16 00:00:00,75.00,Chinese Lemon Pork,Tod,7,"",""
171,2021-02-26 00:00:00,2020-10-10 00:00:00,80.00,Cookies - Englishbay Wht,Tracey,7,"",""
172,2021-05-03 00:00:00,2021-04-22 00:00:00,61.00,Wine - Sake,Phil,4,"",""
173,2021-07-28 00:00:00,2021-06-07 00:00:00,100.00,Sauce Tomato Pouch,Isidoro,9,"",""
174,2020-10-18 00:00:00,2021-04-04 00:00:00,58.00,Cake - Pancake,Elwira,11,"",""
175,2021-03-30 00:00:00,2021-01-21 00:00:00,22.00,Tarragon - Fresh,Jacquenetta,3,"",""
176,2021-07-30 00:00:00,2021-03-25 00:00:00,55.00,Corn - Mini,Jenny,6,"",""
177,2021-07-05 00:00:00,2021-05-01 00:00:00,19.00,Bread - Petit Baguette,Velma,10,"",""
178,2021-07-15 00:00:00,2020-10-29 00:00:00,55.00,Lychee,Maryjane,8,"",""
179,2021-04-28 00:00:00,2021-06-06 00:00:00,51.00,Trueblue - Blueberry,Gabriell,11,"",""
180,2020-12-17 00:00:00,2020-11-09 00:00:00,1.00,Devonshire Cream,Frederik,7,"",""
181,2020-12-08 00:00:00,2020-12-14 00:00:00,49.00,Yoghurt Tubes,Felic,2,"",""
182,2021-01-18 00:00:00,2020-10-05 00:00:00,36.00,"Potatoes - Yukon Gold, 80 Ct",My,1,"",""
183,2021-04-18 00:00:00,2021-08-24 00:00:00,17.00,Nantucket - Carrot Orange,Adella,8,"",""
184,2021-09-12 00:00:00,2021-07-25 00:00:00,13.00,Ecolab - Ster Bac,Dena,5,"",""
185,2021-08-07 00:00:00,2020-10-13 00:00:00,34.00,Tomatoes - Hot House,Betteann,10,"",""
186,2020-12-20 00:00:00,2020-11-30 00:00:00,78.00,Fireball Whisky,Elsa,1,"",""
187,2021-05-22 00:00:00,2021-03-25 00:00:00,49.00,Oregano - Fresh,Sarajane,8,"",""
188,2020-10-21 00:00:00,2020-11-12 00:00:00,9.00,Mahi Mahi,Phillipe,2,"",""
189,2021-07-15 00:00:00,2021-04-26 00:00:00,1.00,"Roe - Lump Fish, Black",Barney,9,"",""
190,2021-03-27 00:00:00,2021-07-08 00:00:00,59.00,Eggplant - Regular,Massimo,6,"",""
191,2021-07-30 00:00:00,2021-07-17 00:00:00,18.00,"Yeast - Fresh, Fleischman",Mycah,3,"",""
192,2021-02-28 00:00:00,2021-03-09 00:00:00,93.00,Pastry - Baked Cinnamon Stick,Roseann,5,"",""
193,2020-12-24 00:00:00,2020-10-13 00:00:00,52.00,Table Cloth 81x81 White,Kristopher,7,"",""
194,2021-07-06 00:00:00,2021-08-15 00:00:00,72.00,Towel Dispenser,Clea,8,"",""
195,2021-03-04 00:00:00,2021-01-09 00:00:00,57.00,"Wine - Bourgogne 2002, La",Lisbeth,6,"",""
196,2020-11-17 00:00:00,2020-10-24 00:00:00,51.00,Capon - Whole,Hershel,5,"",""
197,2021-09-14 00:00:00,2020-12-19 00:00:00,81.00,Bread - Pita,Elvina,9,"",""
198,2021-02-17 00:00:00,2021-01-18 00:00:00,27.00,Cake - Bande Of Fruit,Bertrando,8,"",""
199,2021-05-18 00:00:00,2021-08-27 00:00:00,46.00,Dragon Fruit,Cob,11,"",""
200,2020-11-24 00:00:00,2020-12-07 00:00:00,16.00,"Cod - Salted, Boneless",Arv,10,"",""
201,2021-04-06 00:00:00,2020-11-01 00:00:00,81.00,Table Cloth 62x114 White,Ashlee,3,"",""
202,2021-09-12 00:00:00,2020-10-26 00:00:00,73.00,Thermometer Digital,Ludovika,8,"",""
203,2021-01-23 00:00:00,2021-03-08 00:00:00,4.00,Turnip - White,Hobie,7,"",""
204,2021-06-28 00:00:00,2020-12-24 00:00:00,73.00,Breakfast Quesadillas,Asia,2,"",""
205,2021-02-25 00:00:00,2020-11-16 00:00:00,4.00,Tea - Herbal Orange Spice,Walsh,10,"",""
206,2020-10-19 00:00:00,2021-04-01 00:00:00,56.00,Olives - Stuffed,Maurine,9,"",""
207,2020-12-29 00:00:00,2020-12-20 00:00:00,64.00,Grapefruit - White,Violette,2,"",""
208,2021-07-26 00:00:00,2021-05-25 00:00:00,48.00,Water - Perrier,Pegeen,8,"",""
209,2021-01-13 00:00:00,2020-10-06 00:00:00,19.00,"Beef - Tongue, Fresh",Konrad,11,"",""
210,2021-05-25 00:00:00,2021-07-08 00:00:00,92.00,Ice Cream - Life Savers,Van,8,"",""
211,2021-01-22 00:00:00,2021-05-08 00:00:00,19.00,Beef - Top Sirloin - Aaa,Trevar,7,"",""
212,2021-01-03 00:00:00,2021-09-03 00:00:00,45.00,Shrimp - Black Tiger 16/20,Marlon,10,"",""
213,2021-03-22 00:00:00,2021-05-12 00:00:00,84.00,"Gingerale - Schweppes, 355 Ml",Leann,7,"",""
214,2020-10-25 00:00:00,2021-06-21 00:00:00,59.00,"Turkey - Breast, Boneless Sk On",Aimee,6,"",""
215,2021-08-23 00:00:00,2021-09-01 00:00:00,24.00,Barley - Pearl,Gerhardt,6,"",""
216,2020-11-28 00:00:00,2021-04-02 00:00:00,48.00,Pork - Sausage Casing,Vevay,3,"",""
217,2020-09-29 00:00:00,2021-06-21 00:00:00,22.00,Puree - Strawberry,Bancroft,5,"",""
218,2020-11-09 00:00:00,2021-05-06 00:00:00,88.00,Cocoa Powder - Dutched,Freddie,4,"",""
219,2021-04-27 00:00:00,2021-03-23 00:00:00,10.00,Pear - Halves,Rey,5,"",""
220,2020-10-28 00:00:00,2020-11-07 00:00:00,63.00,Quinoa,Dal,1,"",""
221,2020-10-12 00:00:00,2021-02-05 00:00:00,86.00,Wine - Barbera Alba Doc 2001,Rica,2,"",""
222,2021-03-26 00:00:00,2021-04-19 00:00:00,28.00,"Cup - 3.5oz, Foam",Xymenes,6,"",""
223,2020-09-22 00:00:00,2021-01-20 00:00:00,88.00,Longos - Chicken Caeser Salad,Lisabeth,1,"",""
224,2021-05-10 00:00:00,2021-05-14 00:00:00,5.00,Island Oasis - Pina Colada,Catriona,10,"",""
225,2021-01-10 00:00:00,2021-06-25 00:00:00,18.00,Mushroom - Porcini Frozen,Cristy,11,"",""
226,2021-02-06 00:00:00,2020-10-07 00:00:00,87.00,Salt And Pepper Mix - Black,Abba,5,"",""
227,2021-09-07 00:00:00,2021-04-16 00:00:00,55.00,Potatoes - Idaho 80 Count,Tandie,1,"",""
228,2020-10-13 00:00:00,2021-08-27 00:00:00,46.00,"Beans - Black Bean, Preserved",Paulie,10,"",""
229,2020-12-15 00:00:00,2021-01-12 00:00:00,76.00,Pepper Squash,Priscilla,4,"",""
230,2021-08-13 00:00:00,2021-04-28 00:00:00,16.00,Mortadella,Glenine,2,"",""
231,2020-11-19 00:00:00,2020-11-18 00:00:00,1.00,Table Cloth 72x144 White,Orelle,7,"",""
232,2021-05-11 00:00:00,2021-05-14 00:00:00,79.00,Spinach - Packaged,Kim,7,"",""
233,2021-01-05 00:00:00,2021-02-05 00:00:00,22.00,Beef - Tenderloin,Philomena,4,"",""
234,2021-04-19 00:00:00,2021-02-06 00:00:00,18.00,Bagel - 12 Grain Preslice,Maddy,9,"",""
235,2021-06-16 00:00:00,2021-07-27 00:00:00,54.00,Soup Bowl Clear 8oz92008,Madelle,10,"",""
236,2020-10-27 00:00:00,2021-01-21 00:00:00,99.00,Fond - Chocolate,Berry,2,"",""
237,2021-05-05 00:00:00,2021-07-09 00:00:00,63.00,Wine - Redchard Merritt,Tedie,10,"",""
238,2021-08-01 00:00:00,2021-03-28 00:00:00,92.00,Milk - 1%,Donnie,1,"",""
239,2020-11-29 00:00:00,2020-10-28 00:00:00,23.00,Pickerel - Fillets,Norris,5,"",""
240,2021-05-16 00:00:00,2021-04-20 00:00:00,48.00,Dr. Pepper - 355ml,Ginger,2,"",""
241,2020-09-19 00:00:00,2021-06-18 00:00:00,35.00,Milk - Chocolate 250 Ml,Ailsun,6,"",""
242,2021-01-15 00:00:00,2021-07-18 00:00:00,23.00,Veal - Osso Bucco,Karalynn,11,"",""
243,2021-04-13 00:00:00,2021-04-30 00:00:00,63.00,Pork Casing,Lindsay,6,"",""
244,2021-02-03 00:00:00,2021-06-15 00:00:00,66.00,Langers - Mango Nectar,Sabina,5,"",""
245,2021-08-13 00:00:00,2020-10-14 00:00:00,56.00,Apricots - Dried,Frankie,8,"",""
246,2021-06-14 00:00:00,2021-05-26 00:00:00,77.00,Cheese - Mozzarella,Joletta,1,"",""
247,2021-06-08 00:00:00,2021-08-02 00:00:00,62.00,Madeira,Sherwood,5,"",""
248,2021-03-26 00:00:00,2021-09-02 00:00:00,4.00,"Soup - Beef Conomme, Dry",Yolanda,8,"",""
249,2021-03-26 00:00:00,2021-03-23 00:00:00,22.00,Dikon,Anatol,4,"",""
250,2020-09-15 00:00:00,2020-12-06 00:00:00,80.00,Jello - Assorted,Darwin,4,"",""
